identifier,IA_ID,IA_LABEL
CausalClaims0,41.0,was
CausalClaims0,42.0,a
CausalClaims0,43.0,correlation
CausalClaims0,44.0,between
CausalClaims0,45.0,getting
CausalClaims0,46.0,regular
CausalClaims0,47.0,sleep
CausalClaims0,48.0,and
CausalClaims0,49.0,student
CausalClaims0,50.0,grades
CausalClaims0,51.0,.
CausalClaims0,52.0,Those
CausalClaims0,53.0,who
CausalClaims0,54.0,skipped
CausalClaims0,55.0,a
CausalClaims0,56.0,night
CausalClaims0,57.0,of
CausalClaims0,58.0,sleep
CausalClaims0,59.0,to
CausalClaims0,60.0,study
CausalClaims0,61.0,for
CausalClaims0,62.0,a
CausalClaims0,63.0,test
CausalClaims0,64.0,were
CausalClaims0,65.0,found
CausalClaims0,66.0,to
CausalClaims0,67.0,achieve
CausalClaims0,68.0,lower
CausalClaims0,69.0,grades
CausalClaims0,70.0,than
CausalClaims0,71.0,those
CausalClaims0,72.0,who
CausalClaims0,73.0,did
CausalClaims0,74.0,not
CausalClaims0,75.0,stay
CausalClaims0,76.0,up
CausalClaims0,77.0,.
CausalClaims0,78.0,It
CausalClaims0,79.0,may
CausalClaims0,80.0,seem
CausalClaims0,81.0,that
CausalClaims0,82.0,the
CausalClaims0,83.0,conclusion
CausalClaims0,84.0,from
CausalClaims0,85.0,this
CausalClaims0,86.0,study
CausalClaims0,87.0,is
CausalClaims0,88.0,that
CausalClaims0,89.0,'
CausalClaims0,90.0,pulling
CausalClaims0,91.0,an
CausalClaims0,92.0,all-nighter
CausalClaims0,93.0,'
CausalClaims0,94.0,will
CausalClaims0,95.0,cause
CausalClaims0,96.0,students
CausalClaims0,97.0,to
CausalClaims0,98.0,attain
CausalClaims0,99.0,low
CausalClaims0,100.0,grades
CausalClaims0,101.0,","
CausalClaims0,102.0,however
CausalClaims0,103.0,that
CausalClaims0,104.0,constitutes
CausalClaims0,105.0,a
CausalClaims0,106.0,common
CausalClaims0,107.0,scientific
CausalClaims0,108.0,mistake
CausalClaims0,109.0,.
CausalClaims1,1.0,The
CausalClaims1,2.0,mistake
CausalClaims1,3.0,was
CausalClaims1,4.0,to
CausalClaims1,5.0,erroneously
CausalClaims1,6.0,interpret
CausalClaims1,7.0,the
CausalClaims1,8.0,results
CausalClaims1,9.0,as
CausalClaims1,10.0,demonstrating
CausalClaims1,11.0,cause
CausalClaims1,12.0,and
CausalClaims1,13.0,effect
CausalClaims1,14.0,.
CausalClaims1,15.0,Unfortunately
CausalClaims1,16.0,for
CausalClaims1,17.0,the
CausalClaims1,18.0,prospects
CausalClaims1,19.0,of
CausalClaims1,20.0,testing
CausalClaims1,21.0,causal
CausalClaims1,22.0,claims
CausalClaims1,23.0,about
CausalClaims1,24.0,sleep
CausalClaims1,25.0,deprivation
CausalClaims1,26.0,and
CausalClaims1,27.0,exam
CausalClaims1,28.0,performance
CausalClaims1,29.0,the
CausalClaims1,30.0,original
CausalClaims1,31.0,study
CausalClaims1,32.0,used
CausalClaims1,33.0,a
CausalClaims1,34.0,quasi-experimental
CausalClaims1,35.0,design
CausalClaims1,36.0,where
CausalClaims1,37.0,no
CausalClaims1,38.0,experimental
CausalClaims1,39.0,manipulation
CausalClaims1,40.0,was
CausalClaims1,41.0,performed
CausalClaims1,42.0,.
CausalClaims1,43.0,The
CausalClaims1,44.0,finding
CausalClaims1,45.0,indicates
CausalClaims1,46.0,that
CausalClaims1,47.0,getting
CausalClaims1,48.0,less
CausalClaims1,49.0,sleep
CausalClaims1,50.0,is
CausalClaims1,51.0,correlated
CausalClaims1,52.0,with
CausalClaims1,53.0,getting
CausalClaims1,54.0,lower
CausalClaims1,55.0,grades
CausalClaims1,56.0,yet
CausalClaims1,57.0,does
CausalClaims1,58.0,not
CausalClaims1,59.0,support
CausalClaims1,60.0,the
CausalClaims1,61.0,claim
CausalClaims1,62.0,that
CausalClaims1,63.0,getting
CausalClaims1,64.0,less
CausalClaims1,65.0,sleep
CausalClaims1,66.0,causes
CausalClaims1,67.0,lower
CausalClaims1,68.0,grades
CausalClaims1,69.0,.
CausalClaims1,70.0,Correlations
CausalClaims1,71.0,can
CausalClaims1,72.0,only
CausalClaims1,73.0,lead
CausalClaims1,74.0,to
CausalClaims1,75.0,conclusions
CausalClaims1,76.0,about
CausalClaims1,77.0,the
CausalClaims1,78.0,strength
CausalClaims1,79.0,of
CausalClaims1,80.0,relationships
CausalClaims1,81.0,between
CausalClaims1,82.0,variables
CausalClaims1,83.0,.
CausalClaims1,84.0,We
CausalClaims1,85.0,cannot
CausalClaims1,86.0,use
CausalClaims1,87.0,correlation
CausalClaims1,88.0,alone
CausalClaims1,89.0,to
CausalClaims1,90.0,infer
CausalClaims1,91.0,the
CausalClaims1,92.0,direction
CausalClaims1,93.0,of
CausalClaims1,94.0,influence
CausalClaims1,95.0,between
CausalClaims1,96.0,the
CausalClaims1,97.0,variables
CausalClaims1,98.0,.
CausalClaims1,99.0,","
CausalClaims1,100.0,","
CausalClaims2,1.0,When
CausalClaims2,2.0,participants
CausalClaims2,3.0,are
CausalClaims2,4.0,not
CausalClaims2,5.0,assigned
CausalClaims2,6.0,at
CausalClaims2,7.0,random
CausalClaims2,8.0,to
CausalClaims2,9.0,different
CausalClaims2,10.0,groups
CausalClaims2,11.0,we
CausalClaims2,12.0,cannot
CausalClaims2,13.0,know
CausalClaims2,14.0,when
CausalClaims2,15.0,there
CausalClaims2,16.0,is
CausalClaims2,17.0,a
CausalClaims2,18.0,relationship
CausalClaims2,19.0,between
CausalClaims2,20.0,variables
CausalClaims2,21.0,","
CausalClaims2,22.0,whether
CausalClaims2,23.0,variable
CausalClaims2,24.0,A
CausalClaims2,25.0,influenced
CausalClaims2,26.0,variable
CausalClaims2,27.0,B
CausalClaims2,28.0,or
CausalClaims2,29.0,vice
CausalClaims2,30.0,versa
CausalClaims2,31.0,;
CausalClaims2,32.0,or
CausalClaims2,33.0,even
CausalClaims2,34.0,if
CausalClaims2,35.0,variable
CausalClaims2,36.0,C
CausalClaims2,37.0,influenced
CausalClaims2,38.0,both
CausalClaims2,39.0,variables
CausalClaims2,40.0,A
CausalClaims2,41.0,and
CausalClaims2,42.0,B
CausalClaims2,43.0,.
CausalClaims2,44.0,Maybe
CausalClaims2,45.0,students
CausalClaims2,46.0,who
CausalClaims2,47.0,already
CausalClaims2,48.0,tend
CausalClaims2,49.0,to
CausalClaims2,50.0,achieve
CausalClaims2,51.0,lower
CausalClaims2,52.0,grades
CausalClaims2,53.0,worry
CausalClaims2,54.0,more
CausalClaims2,55.0,about
CausalClaims2,56.0,their
CausalClaims2,57.0,exams
CausalClaims2,58.0,","
CausalClaims2,59.0,and
CausalClaims2,60.0,excessive
CausalClaims2,61.0,worrying
CausalClaims2,62.0,interferes
CausalClaims2,63.0,with
CausalClaims2,64.0,them
CausalClaims2,65.0,getting
CausalClaims2,66.0,enough
CausalClaims2,67.0,sleep
CausalClaims2,68.0,the
CausalClaims2,69.0,night
CausalClaims2,70.0,before
CausalClaims2,71.0,their
CausalClaims2,72.0,exam
CausalClaims2,73.0,.
CausalClaims2,74.0,Maybe
CausalClaims2,75.0,there
CausalClaims2,76.0,is
CausalClaims2,77.0,an
CausalClaims2,78.0,additional
CausalClaims2,79.0,variable
CausalClaims2,80.0,that
CausalClaims2,81.0,we
CausalClaims2,82.0,have
CausalClaims2,83.0,not
CausalClaims2,84.0,accounted
CausalClaims2,85.0,for
CausalClaims2,86.0,that
CausalClaims2,87.0,is
CausalClaims2,88.0,causing
CausalClaims2,89.0,both
CausalClaims2,90.0,poorer
CausalClaims2,91.0,grades
CausalClaims2,92.0,and
CausalClaims2,93.0,diminished
CausalClaims2,94.0,sleep
CausalClaims2,95.0,.
CausalClaims2,96.0,It
CausalClaims2,97.0,is
CausalClaims2,98.0,plausible
CausalClaims2,99.0,that
CausalClaims2,100.0,students
CausalClaims2,101.0,who
CausalClaims2,102.0,party
CausalClaims2,103.0,have
CausalClaims2,104.0,less
CausalClaims2,105.0,time
CausalClaims2,106.0,to
CausalClaims2,107.0,study
CausalClaims2,108.0,and
CausalClaims2,109.0,sleep
CausalClaims2,110.0,so
CausalClaims2,111.0,they
CausalClaims2,112.0,achieve
CausalClaims2,113.0,lower
CausalClaims2,114.0,grades
CausalClaims2,115.0,and
CausalClaims2,116.0,are
CausalClaims2,117.0,also
CausalClaims2,118.0,sleep-deprived
CausalClaims2,119.0,.
CausalClaims2,120.0,","
CausalClaims3,1.0,When
CausalClaims3,2.0,we
CausalClaims3,3.0,design
CausalClaims3,4.0,investigations
CausalClaims3,5.0,that
CausalClaims3,6.0,compare
CausalClaims3,7.0,existing
CausalClaims3,8.0,groups
CausalClaims3,9.0,of
CausalClaims3,10.0,people
CausalClaims3,11.0,such
CausalClaims3,12.0,as
CausalClaims3,13.0,the
CausalClaims3,14.0,previous
CausalClaims3,15.0,example
CausalClaims3,16.0,about
CausalClaims3,17.0,students
CausalClaims3,18.0,pulling
CausalClaims3,19.0,an
CausalClaims3,20.0,all-nighter
CausalClaims3,21.0,this
CausalClaims3,22.0,is
CausalClaims3,23.0,called
CausalClaims3,24.0,a
CausalClaims3,25.0,quasi-experimental
CausalClaims3,26.0,design
CausalClaims3,27.0,.
CausalClaims3,28.0,This
CausalClaims3,29.0,resembles
CausalClaims3,30.0,an
CausalClaims3,31.0,experiment
CausalClaims3,32.0,because
CausalClaims3,33.0,participants
CausalClaims3,34.0,are
CausalClaims3,35.0,separated
CausalClaims3,36.0,into
CausalClaims3,37.0,distinct
CausalClaims3,38.0,groups
CausalClaims3,39.0,and
CausalClaims3,40.0,compared
CausalClaims3,41.0,however
CausalClaims3,42.0,the
CausalClaims3,43.0,subjects
CausalClaims3,45.0,are
CausalClaims3,46.0,selected
CausalClaims3,47.0,based
CausalClaims3,48.0,on
CausalClaims3,49.0,pre-existing
CausalClaims3,50.0,values
CausalClaims3,51.0,of
CausalClaims3,52.0,a
CausalClaims3,53.0,variable
CausalClaims3,54.0,.
CausalClaims3,55.0,Quasi-experiments
CausalClaims3,56.0,are
CausalClaims3,57.0,technically
CausalClaims3,58.0,a
CausalClaims3,59.0,subtype
CausalClaims3,60.0,of
CausalClaims3,61.0,correlational
CausalClaims3,62.0,experimental
CausalClaims3,63.0,design
CausalClaims3,64.0,.
CausalClaims3,65.0,In
CausalClaims3,66.0,a
CausalClaims3,67.0,correlational
CausalClaims3,68.0,design
CausalClaims3,69.0,a
CausalClaims3,70.0,whole
CausalClaims3,71.0,population
CausalClaims3,72.0,of
CausalClaims3,73.0,individuals
CausalClaims3,74.0,are
CausalClaims3,75.0,studied
CausalClaims3,76.0,and
CausalClaims3,77.0,the
CausalClaims3,78.0,values
CausalClaims3,79.0,of
CausalClaims3,80.0,two
CausalClaims3,81.0,(
CausalClaims3,82.0,more
CausalClaims3,83.0,variables
CausalClaims3,84.0,associated
CausalClaims3,85.0,with
CausalClaims3,86.0,each
CausalClaims3,87.0,subject
CausalClaims3,89.0,in
CausalClaims3,90.0,the
CausalClaims3,91.0,population
CausalClaims3,92.0,are
CausalClaims3,93.0,measured
CausalClaims3,94.0,and
CausalClaims3,95.0,the
CausalClaims3,96.0,correlation
CausalClaims3,97.0,between
CausalClaims3,98.0,them
CausalClaims3,99.0,computed
CausalClaims3,100.0,at
CausalClaims3,101.0,the
CausalClaims3,102.0,population
CausalClaims3,103.0,level
CausalClaims3,104.0,.
CausalClaims3,105.0,","
CausalClaims3,106.0,","
CausalClaims3,107.0,","
CausalClaims3,108.0,","
CausalClaims3,109.0,","
CausalClaims3,110.0,or
CausalClaims3,111.0,)
CausalClaims4,1.0,The
CausalClaims4,2.0,hallmark
CausalClaims4,3.0,of
CausalClaims4,4.0,a
CausalClaims4,5.0,true
CausalClaims4,6.0,experimental
CausalClaims4,7.0,design
CausalClaims4,8.0,at
CausalClaims4,9.0,least
CausalClaims4,10.0,for
CausalClaims4,11.0,studies
CausalClaims4,12.0,investigating
CausalClaims4,13.0,between
CausalClaims4,14.0,subjects
CausalClaims4,15.0,effects
CausalClaims4,16.0,","
CausalClaims4,17.0,is
CausalClaims4,18.0,random
CausalClaims4,19.0,assignment
CausalClaims4,20.0,of
CausalClaims4,21.0,participants
CausalClaims4,22.0,to
CausalClaims4,23.0,conditions
CausalClaims4,24.0,.
CausalClaims4,25.0,If
CausalClaims4,26.0,a
CausalClaims4,27.0,researcher
CausalClaims4,28.0,intends
CausalClaims4,29.0,to
CausalClaims4,30.0,test
CausalClaims4,31.0,the
CausalClaims4,32.0,claim
CausalClaims4,33.0,that
CausalClaims4,34.0,not
CausalClaims4,35.0,getting
CausalClaims4,36.0,enough
CausalClaims4,37.0,sleep
CausalClaims4,38.0,causes
CausalClaims4,39.0,students
CausalClaims4,40.0,to
CausalClaims4,41.0,achieve
CausalClaims4,42.0,lower
CausalClaims4,43.0,grades
CausalClaims4,44.0,","
CausalClaims4,45.0,they
CausalClaims4,46.0,would
CausalClaims4,47.0,need
CausalClaims4,48.0,to
CausalClaims4,49.0,assign
CausalClaims4,50.0,students
CausalClaims4,51.0,at
CausalClaims4,52.0,random
CausalClaims4,53.0,to
CausalClaims4,54.0,contrasting
CausalClaims4,55.0,sleep
CausalClaims4,56.0,conditions
CausalClaims4,57.0,.
CausalClaims4,58.0,One
CausalClaims4,59.0,condition
CausalClaims4,60.0,would
CausalClaims4,61.0,receive
CausalClaims4,62.0,plentiful
CausalClaims4,63.0,sleep
CausalClaims4,64.0,while
CausalClaims4,65.0,the
CausalClaims4,66.0,other
CausalClaims4,67.0,group
CausalClaims4,68.0,would
CausalClaims4,69.0,get
CausalClaims4,70.0,no
CausalClaims4,71.0,sleep
CausalClaims4,72.0,.
CausalClaims4,73.0,They
CausalClaims4,74.0,would
CausalClaims4,75.0,then
CausalClaims4,76.0,ascertain
CausalClaims4,77.0,whether
CausalClaims4,78.0,the
CausalClaims4,79.0,students
CausalClaims4,80.0,who
CausalClaims4,81.0,got
CausalClaims4,82.0,less
CausalClaims4,83.0,sleep
CausalClaims4,84.0,also
CausalClaims4,85.0,got
CausalClaims4,86.0,lower
CausalClaims4,87.0,grades
CausalClaims4,88.0,on
CausalClaims4,89.0,their
CausalClaims4,90.0,college
CausalClaims4,91.0,assessments
CausalClaims4,92.0,","
CausalClaims4,93.0,compared
CausalClaims4,94.0,to
CausalClaims4,95.0,the
CausalClaims4,96.0,control
CausalClaims4,97.0,group
CausalClaims4,98.0,who
CausalClaims4,99.0,got
CausalClaims4,100.0,adequate
CausalClaims4,101.0,sleep
CausalClaims4,102.0,.
CausalClaims4,103.0,","
CausalClaims4,104.0,-
CausalClaims5,1.0,It
CausalClaims5,2.0,might
CausalClaims5,3.0,not
CausalClaims5,4.0,always
CausalClaims5,5.0,be
CausalClaims5,6.0,appropriate
CausalClaims5,7.0,however
CausalClaims5,8.0,to
CausalClaims5,9.0,use
CausalClaims5,10.0,random
CausalClaims5,11.0,assignment
CausalClaims5,12.0,of
CausalClaims5,13.0,subjects
CausalClaims5,15.0,in
CausalClaims5,16.0,a
CausalClaims5,17.0,study
CausalClaims5,18.0,.
CausalClaims5,19.0,There
CausalClaims5,20.0,are
CausalClaims5,21.0,two
CausalClaims5,22.0,key
CausalClaims5,23.0,scenarios
CausalClaims5,24.0,where
CausalClaims5,25.0,it
CausalClaims5,26.0,is
CausalClaims5,27.0,justifiable
CausalClaims5,29.0,to
CausalClaims5,30.0,employ
CausalClaims5,31.0,correlational
CausalClaims5,32.0,or
CausalClaims5,33.0,quasi-experimental
CausalClaims5,34.0,design
CausalClaims5,35.0,in
CausalClaims5,36.0,favor
CausalClaims5,37.0,of
CausalClaims5,38.0,experimental
CausalClaims5,39.0,design
CausalClaims5,40.0,.
CausalClaims5,41.0,The
CausalClaims5,42.0,first
CausalClaims5,43.0,is
CausalClaims5,44.0,when
CausalClaims5,45.0,the
CausalClaims5,46.0,hypothesis
CausalClaims5,47.0,to
CausalClaims5,48.0,be
CausalClaims5,49.0,tested
CausalClaims5,50.0,is
CausalClaims5,51.0,simply
CausalClaims5,52.0,one
CausalClaims5,53.0,of
CausalClaims5,54.0,correlation
CausalClaims5,55.0,rather
CausalClaims5,56.0,than
CausalClaims5,57.0,causation
CausalClaims5,58.0,.
CausalClaims5,59.0,For
CausalClaims5,60.0,instance
CausalClaims5,61.0,testing
CausalClaims5,62.0,the
CausalClaims5,63.0,validity
CausalClaims5,64.0,of
CausalClaims5,65.0,a
CausalClaims5,66.0,new
CausalClaims5,67.0,more
CausalClaims5,68.0,concise
CausalClaims5,69.0,version
CausalClaims5,70.0,of
CausalClaims5,71.0,a
CausalClaims5,72.0,personality
CausalClaims5,73.0,test
CausalClaims5,74.0,by
CausalClaims5,75.0,establishing
CausalClaims5,76.0,its
CausalClaims5,77.0,correlation
CausalClaims5,78.0,with
CausalClaims5,79.0,an
CausalClaims5,80.0,existing
CausalClaims5,81.0,well-accepted
CausalClaims5,82.0,personality
CausalClaims5,83.0,test
CausalClaims5,84.0,.
CausalClaims5,85.0,The
CausalClaims5,86.0,second
CausalClaims5,87.0,is
CausalClaims5,88.0,when
CausalClaims5,89.0,it
CausalClaims5,90.0,would
CausalClaims5,91.0,be
CausalClaims5,92.0,unethical
CausalClaims5,93.0,","
CausalClaims5,94.0,infeasible
CausalClaims5,95.0,or
CausalClaims5,96.0,impossible
CausalClaims5,97.0,to
CausalClaims5,98.0,randomly
CausalClaims5,99.0,assign
CausalClaims5,100.0,subjects
CausalClaims5,102.0,to
CausalClaims5,103.0,groups
CausalClaims5,104.0,.
CausalClaims5,105.0,","
CausalClaims5,106.0,","
CausalClaims5,107.0,.
CausalClaims5,108.0,","
CausalClaims5,109.0,","
CausalClaims6,1.0,A
CausalClaims6,2.0,researcher
CausalClaims6,3.0,could
CausalClaims6,4.0,construct
CausalClaims6,5.0,a
CausalClaims6,6.0,correlational
CausalClaims6,7.0,design
CausalClaims6,8.0,to
CausalClaims6,9.0,assess
CausalClaims6,10.0,the
CausalClaims6,11.0,relationship
CausalClaims6,12.0,between
CausalClaims6,13.0,the
CausalClaims6,14.0,number
CausalClaims6,15.0,of
CausalClaims6,16.0,words
CausalClaims6,17.0,an
CausalClaims6,18.0,infant
CausalClaims6,19.0,is
CausalClaims6,20.0,exposed
CausalClaims6,21.0,to
CausalClaims6,22.0,each
CausalClaims6,23.0,day
CausalClaims6,24.0,and
CausalClaims6,25.0,later
CausalClaims6,26.0,reading
CausalClaims6,27.0,ability
CausalClaims6,28.0,when
CausalClaims6,29.0,they
CausalClaims6,30.0,commence
CausalClaims6,31.0,kindergarten
CausalClaims6,32.0,.
CausalClaims6,33.0,It
CausalClaims6,34.0,would
CausalClaims6,35.0,be
CausalClaims6,36.0,highly
CausalClaims6,37.0,unethical
CausalClaims6,38.0,","
CausalClaims6,39.0,not
CausalClaims6,40.0,to
CausalClaims6,41.0,mention
CausalClaims6,42.0,impractical
CausalClaims6,43.0,","
CausalClaims6,44.0,for
CausalClaims6,45.0,the
CausalClaims6,46.0,experimenters
CausalClaims6,47.0,to
CausalClaims6,48.0,assign
CausalClaims6,49.0,some
CausalClaims6,50.0,babies
CausalClaims6,51.0,to
CausalClaims6,52.0,be
CausalClaims6,53.0,exposed
CausalClaims6,54.0,to
CausalClaims6,55.0,fewer
CausalClaims6,56.0,words
CausalClaims6,57.0,in
CausalClaims6,58.0,the
CausalClaims6,59.0,home
CausalClaims6,60.0,than
CausalClaims6,61.0,others
CausalClaims6,62.0,.
CausalClaims6,63.0,Causal
CausalClaims6,64.0,claims
CausalClaims6,65.0,are
CausalClaims6,66.0,not
CausalClaims6,67.0,suitable
CausalClaims6,68.0,when
CausalClaims6,69.0,conducting
CausalClaims6,70.0,correlational
CausalClaims6,71.0,studies
CausalClaims6,72.0,because
CausalClaims6,73.0,group
CausalClaims6,74.0,assignment
CausalClaims6,75.0,is
CausalClaims6,76.0,not
CausalClaims6,77.0,random
CausalClaims6,78.0,nonetheless
CausalClaims6,79.0,the
CausalClaims6,80.0,results
CausalClaims6,81.0,can
CausalClaims6,82.0,still
CausalClaims6,83.0,be
CausalClaims6,84.0,highly
CausalClaims6,85.0,edifying
CausalClaims6,86.0,.
CausalClaims6,87.0,It
CausalClaims6,88.0,is
CausalClaims6,89.0,imperative
CausalClaims6,90.0,to
CausalClaims6,91.0,be
CausalClaims6,92.0,able
CausalClaims6,93.0,to
CausalClaims6,94.0,identify
CausalClaims6,95.0,when
CausalClaims6,96.0,causal
CausalClaims6,97.0,claims
CausalClaims6,98.0,are
CausalClaims6,99.0,being
CausalClaims6,100.0,made
CausalClaims6,101.0,and
CausalClaims6,102.0,when
CausalClaims6,103.0,the
CausalClaims6,104.0,claims
CausalClaims6,105.0,are
CausalClaims6,106.0,justifiable
CausalClaims6,108.0,and
CausalClaims6,109.0,conversely
CausalClaims6,110.0,when
CausalClaims6,111.0,they
CausalClaims6,112.0,are
CausalClaims6,113.0,inappropriate
CausalClaims6,114.0,.
CausalClaims6,115.0,;
CausalClaims6,116.0,","
CausalClaims7,1.0,In
CausalClaims7,2.0,some
CausalClaims7,3.0,states
CausalClaims7,4.0,it
CausalClaims7,5.0,is
CausalClaims7,6.0,legal
CausalClaims7,7.0,for
CausalClaims7,8.0,people
CausalClaims7,9.0,to
CausalClaims7,10.0,use
CausalClaims7,11.0,medical
CausalClaims7,12.0,marijuana
CausalClaims7,14.0,to
CausalClaims7,15.0,alleviate
CausalClaims7,16.0,suffering
CausalClaims7,17.0,from
CausalClaims7,18.0,or
CausalClaims7,19.0,to
CausalClaims7,20.0,otherwise
CausalClaims7,21.0,help
CausalClaims7,22.0,manage
CausalClaims7,23.0,the
CausalClaims7,24.0,symptoms
CausalClaims7,25.0,of
CausalClaims7,26.0,certain
CausalClaims7,27.0,ailments
CausalClaims7,28.0,.
CausalClaims7,29.0,Suppose
CausalClaims7,30.0,we
CausalClaims7,31.0,wanted
CausalClaims7,32.0,to
CausalClaims7,33.0,explore
CausalClaims7,34.0,this
CausalClaims7,35.0,hypothesis
CausalClaims7,36.0,(
CausalClaims7,37.0,smoking
CausalClaims7,38.0,cannabis
CausalClaims7,39.0,will
CausalClaims7,40.0,alleviate
CausalClaims7,41.0,pain
CausalClaims7,42.0,from
CausalClaims7,43.0,certain
CausalClaims7,44.0,conditions
CausalClaims7,45.0,)
CausalClaims7,46.0,with
CausalClaims7,47.0,the
CausalClaims7,48.0,intention
CausalClaims7,49.0,of
CausalClaims7,50.0,making
CausalClaims7,51.0,a
CausalClaims7,52.0,causal
CausalClaims7,53.0,claim
CausalClaims7,54.0,about
CausalClaims7,55.0,the
CausalClaims7,56.0,effects
CausalClaims7,57.0,of
CausalClaims7,58.0,cannabis
CausalClaims7,59.0,on
CausalClaims7,60.0,the
CausalClaims7,61.0,wellbeing
CausalClaims7,62.0,of
CausalClaims7,63.0,the
CausalClaims7,64.0,patient
CausalClaims7,65.0,.
CausalClaims7,66.0,One
CausalClaims7,67.0,approach
CausalClaims7,68.0,albeit
CausalClaims7,69.0,naive
CausalClaims7,70.0,could
CausalClaims7,71.0,be
CausalClaims7,72.0,to
CausalClaims7,73.0,find
CausalClaims7,74.0,some
CausalClaims7,75.0,patients
CausalClaims7,76.0,who
CausalClaims7,77.0,use
CausalClaims7,78.0,cannabis
CausalClaims7,79.0,and
CausalClaims7,80.0,ask
CausalClaims7,81.0,them
CausalClaims7,82.0,about
CausalClaims7,83.0,their
CausalClaims7,84.0,symptoms
CausalClaims7,85.0,;
CausalClaims7,86.0,and
CausalClaims7,87.0,compare
CausalClaims7,88.0,their
CausalClaims7,89.0,responses
CausalClaims7,90.0,to
CausalClaims7,91.0,a
CausalClaims7,92.0,similar
CausalClaims7,93.0,patient
CausalClaims7,94.0,group
CausalClaims7,95.0,who
CausalClaims7,96.0,do
CausalClaims7,97.0,not
CausalClaims7,98.0,smoke
CausalClaims7,99.0,cannabis
CausalClaims7,100.0,.
CausalClaims7,101.0,If
CausalClaims7,102.0,the
CausalClaims7,103.0,cannabis
CausalClaims7,104.0,smokers
CausalClaims7,105.0,did
CausalClaims7,106.0,indeed
CausalClaims7,107.0,report
CausalClaims7,108.0,less
CausalClaims7,109.0,suffering
CausalClaims7,110.0,then
CausalClaims7,111.0,it
CausalClaims7,112.0,might
CausalClaims7,113.0,be
CausalClaims7,114.0,tempting
CausalClaims7,115.0,to
CausalClaims7,116.0,use
CausalClaims7,117.0,this
CausalClaims7,118.0,as
CausalClaims7,119.0,evidence
CausalClaims7,120.0,for
CausalClaims7,121.0,the
CausalClaims7,122.0,efficacy
CausalClaims7,123.0,of
CausalClaims7,124.0,medical
CausalClaims7,125.0,marijuana
CausalClaims7,127.0,.
CausalClaims7,128.0,","
CausalClaims7,129.0,","
CausalClaims7,130.0,","
CausalClaims8,1.0,If
CausalClaims8,2.0,we
CausalClaims8,3.0,just
CausalClaims8,5.0,compared
CausalClaims8,6.0,patients
CausalClaims8,7.0,who
CausalClaims8,8.0,already
CausalClaims8,9.0,smoked
CausalClaims8,10.0,cannabis
CausalClaims8,11.0,to
CausalClaims8,12.0,those
CausalClaims8,13.0,who
CausalClaims8,14.0,didn't
CausalClaims8,16.0,","
CausalClaims8,17.0,we
CausalClaims8,18.0,would
CausalClaims8,19.0,only
CausalClaims8,20.0,be
CausalClaims8,21.0,able
CausalClaims8,22.0,to
CausalClaims8,23.0,determine
CausalClaims8,24.0,correlation
CausalClaims8,25.0,but
CausalClaims8,26.0,our
CausalClaims8,27.0,original
CausalClaims8,28.0,objective
CausalClaims8,30.0,was
CausalClaims8,31.0,to
CausalClaims8,32.0,make
CausalClaims8,33.0,a
CausalClaims8,34.0,causal
CausalClaims8,35.0,claim
CausalClaims8,36.0,.
CausalClaims8,37.0,We
CausalClaims8,38.0,would
CausalClaims8,39.0,need
CausalClaims8,40.0,to
CausalClaims8,41.0,randomly
CausalClaims8,42.0,assign
CausalClaims8,43.0,people
CausalClaims8,44.0,to
CausalClaims8,45.0,a
CausalClaims8,46.0,cannabis
CausalClaims8,47.0,group
CausalClaims8,48.0,and
CausalClaims8,49.0,a
CausalClaims8,50.0,placebo
CausalClaims8,51.0,group
CausalClaims8,52.0,.
CausalClaims8,53.0,The
CausalClaims8,54.0,placebo
CausalClaims8,55.0,group
CausalClaims8,56.0,members
CausalClaims8,57.0,do
CausalClaims8,58.0,not
CausalClaims8,59.0,receive
CausalClaims8,60.0,the
CausalClaims8,61.0,manipulation
CausalClaims8,62.0,but
CausalClaims8,63.0,instead
CausalClaims8,64.0,something
CausalClaims8,65.0,similar
CausalClaims8,66.0,.
CausalClaims8,67.0,When
CausalClaims8,68.0,bearing
CausalClaims8,69.0,in
CausalClaims8,70.0,mind
CausalClaims8,71.0,the
CausalClaims8,72.0,conclusions
CausalClaims8,73.0,from
CausalClaims8,74.0,any
CausalClaims8,75.0,experiment
CausalClaims8,76.0,it
CausalClaims8,77.0,is
CausalClaims8,78.0,vital
CausalClaims8,79.0,to
CausalClaims8,80.0,check
CausalClaims8,81.0,for
CausalClaims8,82.0,causal
CausalClaims8,83.0,statements
CausalClaims8,84.0,.
CausalClaims8,85.0,If
CausalClaims8,86.0,causal
CausalClaims8,87.0,statements
CausalClaims8,88.0,are
CausalClaims8,89.0,made
CausalClaims8,90.0,check
CausalClaims8,91.0,for
CausalClaims8,92.0,random
CausalClaims8,93.0,assignment
CausalClaims8,94.0,of
CausalClaims8,95.0,participants
CausalClaims8,96.0,to
CausalClaims8,97.0,groups
CausalClaims8,98.0,.
CausalClaims8,99.0,Without
CausalClaims8,100.0,random
CausalClaims8,101.0,assignment
CausalClaims8,102.0,any
CausalClaims8,103.0,other
CausalClaims8,104.0,design
CausalClaims8,105.0,is
CausalClaims8,106.0,either
CausalClaims8,107.0,correlational
CausalClaims8,108.0,or
