identifier,IA_ID,IA_LABEL,text,punctuation,sentence_ix,word_in_sentence,sentence_word_count,relative_word_position,word_freq,stop_word,gpt2_surprisal_page,opt-125m_surprisal_page,opt-125m_surprisal_wholetext,log_word_freq
Bias6,116,that,Bias,False,29,12,20,0.6,0.0102,True,5.294517993927002,4.264403343200684,4.376974582672119,-4.585367558691911
Bias6,117,was,Bias,False,29,13,20,0.65,0.00661,True,2.3645474910736084,1.644080638885498,1.740496039390564,-5.019171625118542
Bias6,118,originally,Bias,False,29,14,20,0.7,4.9e-05,False,6.242497444152832,4.216004371643066,3.4584102630615234,-9.923690259853647
Bias6,119,present,Bias,False,29,15,20,0.75,0.000151,False,2.4015772342681885,2.28230094909668,2.656247854232788,-8.79823072114935
Bias6,120,and,Bias,False,29,16,20,0.8,0.0257,True,2.4354891777038574,2.108505249023437,2.1407415866851807,-3.661264287080963
Bias6,121,still,Bias,False,29,17,20,0.85,0.000832,False,5.561391353607178,6.4371724128723145,6.0411481857299805,-7.091678117143066
Bias6,122,possesses,Bias,False,29,18,20,0.9,4.07e-06,False,6.61800479888916,7.189624786376953,7.677762031555176,-12.41186755850977
Bias6,123,curative,Bias,False,29,19,20,0.95,4.57e-07,False,11.659427404403688,14.182684242725372,14.44297170639038,-14.598582446052207
Bias6,124,properties,Bias,False,29,20,20,1.0,4.47e-05,False,1.3296276926994324,1.3317115902900696,1.2867003083229065,-10.015537056344751
Bias6,125,.,Bias,True,29,20,20,1.0,0.0,False,,,,
Bias6,126,often,Bias,False,30,0,25,0.0,0.000257,False,15.97808837890625,12.583612442016602,11.666479110717772,-8.266434473069054
Bias6,127,),Bias,True,30,0,25,0.0,0.0,False,28.508559465408325,27.132179141044617,28.207266211509705,
Bias6,128,",",Bias,True,30,0,25,0.0,0.0,False,,,,
Bias6,129,",",Bias,True,30,0,25,0.0,0.0,False,,,,
Bias6,130,",",Bias,True,30,0,25,0.0,0.0,False,,,,
Bias6,131,",",Bias,True,30,0,25,0.0,0.0,False,,,,
Bias7,1,Imagine,Bias,False,30,1,25,0.04,8.32e-05,False,8.898956298828125,7.788302421569824,10.717060089111328,-9.394263210137112
Bias7,2,that,Bias,False,30,2,25,0.08,0.0102,True,2.252670288085937,3.472673892974853,1.65115487575531,-4.585367558691911
Bias7,3,an,Bias,False,30,3,25,0.12,0.00339,True,5.003746032714844,6.522834300994873,4.185964584350586,-5.686925357589778
Bias7,4,experimenter,Bias,False,30,4,25,0.16,3.02e-07,False,9.338250637054443,11.492043018341064,1.6130107194185257,-15.012838819571542
Bias7,5,who,Bias,False,30,5,25,0.2,0.00219,True,3.2579598426818848,3.767422914505005,3.544909715652466,-6.123853735153728
Bias7,6,believes,Bias,False,30,6,25,0.24,2.69e-05,False,5.847427368164063,5.982176780700684,5.239698886871338,-10.52338427135648
Bias7,7,in,Bias,False,30,7,25,0.28,0.0186,True,1.4448258876800537,0.5888270735740662,1.6676650047302246,-3.9845936982629815
Bias7,8,homeopathy,Bias,False,30,8,25,0.32,7.41e-07,False,8.808263540267944,9.695242881774902,2.8158966302871704,-14.115265211650325
Bias7,9,gave,Bias,False,30,9,25,0.36,0.000178,False,6.529013633728027,6.712567329406738,6.244626998901367,-8.633727007672189
Bias7,10,participants,Bias,False,30,10,25,0.4,2.51e-05,False,8.474343299865723,10.018614768981934,8.307075500488281,-10.592642711826535
Bias7,11,this,Bias,False,30,11,25,0.44,0.00661,True,6.506460189819336,5.624881267547607,4.25945520401001,-5.019171625118542
Bias7,12,solution,Bias,False,30,12,25,0.48,6.92e-05,False,6.430065155029297,6.839663982391357,5.44148588180542,-9.57850969534065
Bias7,13,and,Bias,False,30,13,25,0.52,0.0257,True,3.0027804374694824,2.8507094383239746,1.8776758909225464,-3.661264287080963
Bias7,14,asked,Bias,False,30,14,25,0.56,0.0002,False,2.9735355377197266,4.841816425323486,4.335196018218994,-8.517193191416238
Bias7,15,participants,Bias,False,30,15,25,0.6,2.51e-05,False,6.180593490600586,5.313637733459473,6.022960186004639,-10.592642711826535
Bias7,16,to,Bias,False,30,16,25,0.64,0.0269,True,0.2718787491321563,0.5974849462509155,0.3458255231380462,-3.6156289923743437
Bias7,17,record,Bias,False,30,17,25,0.68,0.000162,False,5.79141902923584,6.463944435119629,6.311966419219971,-8.72791422273189
Bias7,18,how,Bias,False,30,18,25,0.72,0.00174,True,3.045423746109009,3.725086212158203,3.632072925567627,-6.3538701657556995
Bias7,19,they,Bias,False,30,19,25,0.76,0.00316,True,1.839253067970276,0.7552869915962219,1.0973317623138428,-5.757183251383316
Bias7,20,felt,Bias,False,30,20,25,0.8,0.000135,False,0.5999628901481628,0.6149623394012451,0.8116874694824219,-8.910235779525845
Bias7,21,every,Bias,False,30,21,25,0.84,0.000617,False,6.981443881988525,6.1552324295043945,6.587801933288574,-7.3906415340588865
Bias7,22,day,Bias,False,30,22,25,0.88,0.000891,False,1.933748483657837,0.6511716842651367,0.8317678570747375,-7.023166130493465
Bias7,23,for,Bias,False,30,23,25,0.92,0.0102,True,2.0127830505371094,2.2155611515045166,2.9451241493225098,-4.585367558691911
Bias7,24,a,Bias,False,30,24,25,0.96,0.0229,True,2.0498862266540527,1.8720861673355105,1.4980759620666504,-3.776618368421943
Bias7,25,week,Bias,False,30,25,25,1.0,0.000363,False,2.127954363822937,1.5851600170135498,2.172903537750244,-7.921107723699423
Bias7,26,.,Bias,True,30,25,25,1.0,0.0,False,,,,
Bias7,27,Would,Bias,False,31,0,12,0.0,0.00186,False,4.381674766540527,5.073480129241943,5.124420642852783,-6.287178791257027
Bias7,28,the,Bias,False,31,1,12,0.0833333333333333,0.0537,True,2.0089452266693115,2.76045298576355,1.2808254957199097,-2.9243422774673182
Bias7,29,experimenter,Bias,False,31,2,12,0.1666666666666666,3.02e-07,False,4.540709435939789,2.4297723174095154,1.35731777921319,-15.012838819571542
Bias7,30,inadvertently,Bias,False,31,3,12,0.25,2.75e-06,False,9.793149948120115,10.391637802124023,9.982178688049316,-12.803909646285794
Bias7,31,communicate,Bias,False,31,4,12,0.3333333333333333,1.58e-05,False,7.89340877532959,8.345800399780273,9.47185516357422,-11.055500617931353
Bias7,32,their,Bias,False,31,5,12,0.4166666666666667,0.00214,True,3.2786455154418945,3.684454679489136,5.2062177658081055,-6.1469494499483766
Bias7,33,beliefs,Bias,False,31,6,12,0.5,1.78e-05,False,3.4577317237854004,5.1757402420043945,3.7655820846557617,-10.936312100666235
Bias7,34,about,Bias,False,31,7,12,0.5833333333333334,0.00251,True,2.0898423194885254,3.040243625640869,2.485793113708496,-5.987472525838444
Bias7,35,the,Bias,False,31,8,12,0.6666666666666666,0.0537,True,2.324165344238281,1.7709554433822632,1.7792725563049316,-2.9243422774673182
Bias7,36,drug,Bias,False,31,9,12,0.75,7.41e-05,False,4.764450550079346,4.283440589904785,3.2375309467315674,-9.510095025662233
Bias7,37,to,Bias,False,31,10,12,0.8333333333333334,0.0269,True,1.88325035572052,2.913226366043091,3.020479679107666,-3.6156289923743437
Bias7,38,the,Bias,False,31,11,12,0.9166666666666666,0.0537,True,1.0511705875396729,1.3166279792785645,0.5786493420600891,-2.9243422774673182
Bias7,39,participants,Bias,False,31,12,12,1.0,2.51e-05,False,1.3448582291603088,0.9163340479135512,1.8101070523262024,-10.592642711826535
Bias7,40,?,Bias,True,31,12,12,1.0,0.0,False,,,,
Bias7,41,Would,Bias,False,32,0,8,0.0,0.00186,False,2.1058006286621094,1.9021064043045044,1.931267261505127,-6.287178791257027
Bias7,42,this,Bias,False,32,1,8,0.125,0.00661,True,3.048574447631836,3.9000439643859854,3.837177276611328,-5.019171625118542
Bias7,43,affect,Bias,False,32,2,8,0.25,3.89e-05,False,5.805169105529785,7.933762550354004,5.918514728546143,-10.154516307339874
Bias7,44,how,Bias,False,32,3,8,0.375,0.00174,True,2.459677219390869,3.4329094886779785,3.4978349208831787,-6.3538701657556995
Bias7,45,they,Bias,False,32,4,8,0.5,0.00316,True,0.8171406388282776,1.178260087966919,0.820642352104187,-5.757183251383316
Bias7,46,rated,Bias,False,32,5,8,0.625,2e-05,False,4.104325294494629,6.17710018157959,6.414520263671875,-10.819778284410283
Bias7,47,their,Bias,False,32,6,8,0.75,0.00214,True,1.8237226009368896,1.787121057510376,1.805954933166504,-6.1469494499483766
Bias7,48,day-to-day,Bias,False,32,7,8,0.875,0.000438,False,8.506226433775737,11.01341741369106,11.18777125654742,-7.733291647587828
Bias7,49,feelings,Bias,False,32,8,8,1.0,5.13e-05,False,6.230711340904236,6.577305376529694,5.709265291690826,-9.877819805787551
Bias7,50,?,Bias,True,32,8,8,1.0,0.0,False,,,,
Bias7,51,Competent,Bias,False,33,0,13,0.0,8.32e-06,False,14.333675980567932,15.809532642364502,15.621671319007874,-11.696848303131157
Bias7,52,researchers,Bias,False,33,1,13,0.0769230769230769,2.45e-05,False,1.887752890586853,2.194112777709961,2.512662649154663,-10.616837440413592
Bias7,53,should,Bias,False,33,2,13,0.1538461538461538,0.000977,True,4.680641174316406,4.641930103302002,5.121423244476318,-6.931023905921491
Bias7,54,be,Bias,False,33,3,13,0.2307692307692307,0.00617,True,1.6232143640518188,1.272417664527893,1.47785747051239,-5.088056441064841
Bias7,55,able,Bias,False,33,4,13,0.3076923076923077,0.000269,False,1.5410836935043335,1.1644630432128906,1.043803095817566,-8.220799178362435
Bias7,56,to,Bias,False,33,5,13,0.3846153846153846,0.0269,True,0.0049487487412989,0.0030550733208656,0.0044645396992564,-3.6156289923743437
Bias7,57,think,Bias,False,33,6,13,0.4615384615384615,0.0012,False,6.263342380523682,6.382253646850586,6.217400550842285,-6.725433722188183
Bias7,58,about,Bias,False,33,7,13,0.5384615384615384,0.00251,True,0.7307294607162476,1.0478062629699707,1.701327204704285,-5.987472525838444
Bias7,59,ways,Bias,False,33,8,13,0.6153846153846154,0.000115,False,6.949100971221924,5.729254245758057,5.3843255043029785,-9.070578429601024
Bias7,60,to,Bias,False,33,9,13,0.6923076923076923,0.0269,True,0.5125623941421509,0.3169962465763092,0.401341438293457,-3.6156289923743437
Bias7,61,get,Bias,False,33,10,13,0.7692307692307693,0.00191,False,4.661127090454102,4.370229721069336,4.476323127746582,-6.260652036923599
Bias7,62,around,Bias,False,33,11,13,0.8461538461538461,0.000589,False,2.4044151306152344,3.9788522720336914,2.749701499938965,-7.437084374312687
Bias7,63,this,Bias,False,33,12,13,0.9230769230769232,0.00661,True,1.017246961593628,0.772857129573822,0.7649973630905151,-5.019171625118542
Bias7,64,bias,Bias,False,33,13,13,1.0,1.51e-05,False,8.144527673721313,6.368793368339539,4.425684809684753,-11.100815814143395
Bias7,65,.,Bias,True,33,13,13,1.0,0.0,False,,,,
Bias7,66,One,Bias,False,34,0,25,0.0,0.00295,False,4.995373249053955,6.076183795928955,3.1358585357666016,-5.825950108630408
Bias7,67,way,Bias,False,34,1,25,0.04,0.00102,False,1.2753653526306152,1.283933162689209,1.3350448608398438,-6.887952651685957
Bias7,68,is,Bias,False,34,2,25,0.08,0.0117,True,1.4073041677474976,1.882574796676636,1.2985650300979614,-4.448166437178426
Bias7,69,to,Bias,False,34,3,25,0.12,0.0269,True,0.215067833662033,0.3559667468070984,0.3102775812149048,-3.6156289923743437
Bias7,70,have,Bias,False,34,4,25,0.16,0.00513,True,3.989417791366577,3.468489408493042,3.638996124267578,-5.272649619799459
Bias7,71,the,Bias,False,34,5,25,0.2,0.0537,True,2.444231510162353,2.571353912353516,2.00864839553833,-2.9243422774673182
Bias7,72,experimenter,Bias,False,34,6,25,0.24,3.02e-07,False,1.5700100362300873,2.571332067251205,1.0558539107441902,-15.012838819571542
Bias7,73,not,Bias,False,34,7,25,0.28,0.0049,True,6.397686004638672,5.327939033508301,4.89129114151001,-5.318520073865556
Bias7,74,know,Bias,False,34,8,25,0.32,0.00126,False,3.2096991539001465,3.81073260307312,3.115253448486328,-6.676643558018751
Bias7,75,the,Bias,False,34,9,25,0.36,0.0537,True,2.0974459648132324,2.094327926635742,1.9680442810058596,-2.9243422774673182
Bias7,76,solution,Bias,False,34,10,25,0.4,6.92e-05,False,6.570533752441406,6.879411697387695,7.672595977783203,-9.57850969534065
Bias7,77,-,Bias,False,34,11,25,0.44,0.0,False,7.355162620544434,5.691572666168213,6.0440192222595215,
Bias7,78,homeopathic,Bias,False,34,12,25,0.48,6.76e-07,False,11.018231391906738,13.175822019577026,12.439823389053345,-14.207072760903447
Bias7,79,medicine,Bias,False,34,13,25,0.52,5.37e-05,False,2.5265908241271973,1.5832046270370483,1.335683822631836,-9.832097556449455
Bias7,80,or,Bias,False,34,14,25,0.56,0.00347,True,4.509032726287842,4.892606735229492,3.3034920692443848,-5.663600685023369
Bias7,81,just,Bias,False,34,15,25,0.6,0.00269,True,5.36467170715332,5.92141580581665,5.84051513671875,-5.9182140853683896
Bias7,83,plain,Bias,False,34,16,25,0.64,2.69e-05,False,2.437887191772461,3.410259246826172,3.875880479812622,-10.52338427135648
Bias7,84,tap,Bias,False,34,17,25,0.68,1.91e-05,False,6.542396068572998,9.243911743164062,7.507441520690918,-10.86582222291169
Bias7,85,water,Bias,False,34,18,25,0.72,0.000331,False,2.507046699523926,2.8927016258239746,2.7584500312805176,-8.01339218258721
Bias7,86,-,Bias,False,34,19,25,0.76,0.0,False,2.764122724533081,3.0107972621917725,2.9675958156585693,
Bias7,87,that,Bias,False,34,20,25,0.8,0.0102,True,4.565022945404053,4.404406547546387,4.137550354003906,-4.585367558691911
Bias7,88,is,Bias,False,34,21,25,0.84,0.0117,True,1.970969080924988,2.121802806854248,1.8405015468597408,-4.448166437178426
Bias7,89,given,Bias,False,34,22,25,0.88,0.000257,False,6.32432746887207,9.307954788208008,7.159121513366699,-8.266434473069054
Bias7,90,to,Bias,False,34,23,25,0.92,0.0269,True,0.7797743082046509,0.5985756516456604,0.956590473651886,-3.6156289923743437
Bias7,91,each,Bias,False,34,24,25,0.96,0.00049,True,4.345864295959473,4.409109592437744,4.116501808166504,-7.621105166859602
Bias7,92,participant,Bias,False,34,25,25,1.0,6.03e-06,False,0.7616974413394928,0.8286711871623993,0.9961217641830444,-12.01876354722518
Bias7,93,.,Bias,True,34,25,25,1.0,0.0,False,,,,
Bias7,94,If,Bias,False,35,0,13,0.0,0.00295,True,3.33438777923584,3.694364070892334,3.160804748535156,-5.825950108630408
Bias7,95,the,Bias,False,35,1,13,0.0769230769230769,0.0537,True,1.4518344402313232,1.0341334342956543,0.6182693839073181,-2.9243422774673182
Bias7,96,experimenter,Bias,False,35,2,13,0.1538461538461538,3.02e-07,False,0.7896846681833267,0.6180717460811138,0.5371454833075404,-15.012838819571542
Bias7,97,is,Bias,False,35,3,13,0.2307692307692307,0.0117,True,2.6752243041992188,2.025579929351806,1.7223539352416992,-4.448166437178426
Bias7,98,blind,Bias,False,35,4,13,0.3076923076923077,3.31e-05,False,5.325267314910889,5.697873115539551,4.0484619140625,-10.315977275581258
Bias7,99,to,Bias,False,35,5,13,0.3846153846153846,0.0269,True,0.8421517014503479,1.3303866386413574,3.6077611446380615,-3.6156289923743437
Bias7,100,the,Bias,False,35,6,13,0.4615384615384615,0.0537,True,0.8229123950004578,0.7633142471313477,0.7540866732597351,-2.9243422774673182
Bias7,101,condition,Bias,False,35,7,13,0.5384615384615384,7.24e-05,False,5.009860038757324,7.653003215789795,3.794154644012451,-9.533304258572603
Bias7,102,then,Bias,False,35,8,13,0.6153846153846154,0.00117,True,5.400323867797852,4.754155158996582,2.640385627746582,-6.750751530172472
Bias7,103,they,Bias,False,35,9,13,0.6923076923076923,0.00316,True,2.2757985591888428,1.8101273775100708,2.918619394302368,-5.757183251383316
Bias7,104,cannot,Bias,False,35,10,13,0.7692307692307693,0.000129,False,3.2270431518554688,3.359111785888672,2.767852783203125,-8.955698153602603
Bias7,105,bias,Bias,False,35,11,13,0.8461538461538461,1.51e-05,False,8.281301498413086,9.64602756500244,10.08468532562256,-11.100815814143395
Bias7,106,the,Bias,False,35,12,13,0.9230769230769232,0.0537,True,0.9313001036643982,1.4207838773727417,1.3420114517211914,-2.9243422774673182
Bias7,107,results,Bias,False,35,13,13,1.0,0.00017,False,2.084206998348236,3.2787837386131287,5.2351157665252686,-8.679712120914012
Bias7,108,.,Bias,True,35,13,13,1.0,0.0,False,,,,
Bias7,109,This,Bias,False,36,0,10,0.0,0.00661,True,2.632387638092041,2.8861868381500244,2.516597032546997,-5.019171625118542
Bias7,110,is,Bias,False,36,1,10,0.1,0.0117,True,1.3397139310836792,0.9564968943595886,0.9755223989486694,-4.448166437178426
Bias7,111,because,Bias,False,36,2,10,0.2,0.00107,True,3.671155214309693,4.894789218902588,3.539664030075073,-6.840096630508322
Bias7,112,they,Bias,False,36,3,10,0.3,0.00316,True,2.391601800918579,2.0673365592956543,2.1213412284851074,-5.757183251383316
Bias7,113,aren't,Bias,False,36,4,10,0.4,0.000112,True,5.525245339260437,5.941027596592903,6.383968780748546,-9.09701168666918
Bias7,116,aware,Bias,False,36,5,10,0.5,6.03e-05,False,2.3399837017059326,2.36319899559021,1.322588324546814,-9.716178454231134
Bias7,117,of,Bias,False,36,6,10,0.6,0.0251,True,0.430014431476593,0.7417558431625366,0.447211354970932,-3.684887432844399
Bias7,118,each,Bias,False,36,7,10,0.7,0.00049,True,6.9739274978637695,7.812528610229492,7.707235336303711,-7.621105166859602
Bias7,119,participant's,Bias,False,36,8,10,0.8,1.45e-07,False,0.3089119791984558,3.101317122578621,1.5764668881893158,-15.746532094525836
Bias7,122,group,Bias,False,36,9,10,0.9,0.000372,False,9.12106704711914,9.733636856079102,5.544151782989502,-7.8966167036911274
Bias7,123,membership,Bias,False,36,10,10,1.0,2.95e-05,False,3.968147397041321,8.118386387825012,1.747853457927704,-10.4311202946185
Bias7,124,.,Bias,True,36,10,10,1.0,0.0,False,,,,
Bias8,1,Recent,Bias,False,37,0,16,0.0,0.00011,False,8.87728500366211,9.024979591369627,11.12961483001709,-9.115030192171858
Bias8,2,experiments,Bias,False,37,1,16,0.0625,1.58e-05,False,7.142336368560791,10.56928253173828,3.170775413513184,-11.055500617931353
Bias8,3,have,Bias,False,37,2,16,0.125,0.00513,True,1.1030607223510742,2.306414604187012,0.7364333271980286,-5.272649619799459
Bias8,4,shown,Bias,False,37,3,16,0.1875,7.94e-05,False,0.6233086585998535,0.7490395903587341,0.3410376310348511,-9.441012189711184
Bias8,5,that,Bias,False,37,4,16,0.25,0.0102,True,0.1479899138212204,0.3309052586555481,0.1140641123056411,-4.585367558691911
Bias8,6,an,Bias,False,37,5,16,0.3125,0.00339,True,5.055872917175293,4.942091941833496,5.065388202667236,-5.686925357589778
Bias8,7,investigator's,Bias,False,37,6,16,0.375,1e-07,False,10.843663096427916,13.01318645477295,6.84481692314148,-16.11809565095832
Bias8,10,expectations,Bias,False,37,7,16,0.4375,2.75e-05,False,6.12183952331543,6.933349609375,4.212329387664795,-10.501324553291749
Bias8,11,can,Bias,False,37,8,16,0.5,0.00288,True,3.3541994094848637,3.796560287475586,3.2054903507232666,-5.8499649848342825
Bias8,12,indeed,Bias,False,37,9,16,0.5625,6.17e-05,False,7.819029331207275,7.798525810241699,7.94471549987793,-9.693226627052931
Bias8,13,come,Bias,False,37,10,16,0.625,0.000603,False,5.555901527404785,4.340213775634766,6.209298610687256,-7.413593361237089
Bias8,14,to,Bias,False,37,11,16,0.6875,0.0269,True,1.899821758270264,0.9635579586029052,1.4542896747589111,-3.6156289923743437
Bias8,15,serve,Bias,False,37,12,16,0.75,7.08e-05,False,7.360978126525879,9.284445762634276,8.297768592834473,-9.5556515572646
Bias8,16,as,Bias,False,37,13,16,0.8125,0.00589,True,0.3780001103878021,1.0477362871170044,0.9296002984046936,-5.134499281318642
Bias8,17,a,Bias,False,37,14,16,0.875,0.0229,True,0.6997778415679932,0.6972848176956177,0.4366452693939209,-3.776618368421943
Bias8,18,self-fulfilling,Bias,False,37,15,16,0.9375,4.98e-06,False,8.00567080064502,10.296075691934677,5.6776378261856735,-12.210080666927713
Bias8,19,prophecy,Bias,False,37,16,16,1.0,5.13e-06,False,0.5954303853213787,0.5357186943292618,0.57331258431077,-12.180404898781596
Bias8,20,.,Bias,True,37,16,16,1.0,0.0,False,,,,
Bias8,21,In,Bias,False,38,0,19,0.0,0.0186,True,2.1712238788604736,3.095953941345215,2.209254264831543,-3.9845936982629815
Bias8,22,one,Bias,False,38,1,19,0.0526315789473684,0.00295,False,2.4655532836914062,3.928049802780152,3.119536876678467,-5.825950108630408
Bias8,23,study,Bias,False,38,2,19,0.1052631578947368,0.000182,False,1.6068379878997805,1.9677904844284055,2.193920135498047,-8.611503870887478
Bias8,24,a,Bias,False,38,3,19,0.1578947368421052,0.0229,True,5.472257137298584,4.679905414581299,2.423189640045166,-3.776618368421943
Bias8,25,dozen,Bias,False,38,4,19,0.2105263157894736,2.24e-05,False,7.624399185180664,8.996146202087402,10.11725616455078,-10.70644959910328
Bias8,26,experimenters,Bias,False,38,5,19,0.2631578947368421,2.24e-07,False,5.804670438170433,7.357852339744568,5.953990124166012,-15.311619785091372
Bias8,27,were,Bias,False,38,6,19,0.3157894736842105,0.00219,True,1.5277626514434814,1.0362952947616575,0.7719917297363281,-6.123853735153728
Bias8,28,each,Bias,False,38,7,19,0.3684210526315789,0.00049,True,9.325443267822266,7.926112651824951,7.395589351654053,-7.621105166859602
Bias8,29,given,Bias,False,38,8,19,0.4210526315789473,0.000257,False,0.752262532711029,0.5626891255378723,0.6953486800193787,-8.266434473069054
Bias8,30,five,Bias,False,38,9,19,0.4736842105263157,0.000282,False,4.207275867462158,4.743324279785156,5.636582374572754,-8.17360348702616
Bias8,31,rats,Bias,False,38,10,19,0.5263157894736842,1.12e-05,False,6.686896324157715,7.780548095703125,8.831310272216797,-11.399596779663225
Bias8,32,that,Bias,False,38,11,19,0.5789473684210527,0.0102,True,2.697119235992432,2.51715087890625,2.781057834625244,-4.585367558691911
Bias8,33,were,Bias,False,38,12,19,0.631578947368421,0.00219,True,1.2835991382598877,0.986921727657318,0.839177131652832,-6.123853735153728
Bias8,34,to,Bias,False,38,13,19,0.6842105263157895,0.0269,True,3.1530556678771973,3.565556526184082,4.602467060089111,-3.6156289923743437
Bias8,35,be,Bias,False,38,14,19,0.7368421052631579,0.00617,True,0.9289400577545166,1.1386690139770508,0.933920443058014,-5.088056441064841
Bias8,36,taught,Bias,False,38,15,19,0.7894736842105263,4.79e-05,False,5.844180583953857,7.137156486511231,6.753552913665772,-9.946395053547404
Bias8,37,to,Bias,False,38,16,19,0.8421052631578947,0.0269,True,1.4525851011276243,1.749424695968628,1.747317671775818,-3.6156289923743437
Bias8,38,run,Bias,False,38,17,19,0.8947368421052632,0.000309,False,4.295664310455322,5.8446807861328125,6.564067840576172,-8.082169281066529
Bias8,39,a,Bias,False,38,18,19,0.9473684210526316,0.0229,True,1.661757230758667,1.6307740211486816,1.8497339487075808,-3.776618368421943
Bias8,40,maze,Bias,False,38,19,19,1.0,4.47e-06,False,3.5302886962890625,6.183465003967285,6.394254446029663,-12.318122149338796
Bias8,41,.,Bias,True,38,19,19,1.0,0.0,False,,,,
Bias8,42,Half,Bias,False,39,0,29,0.0,0.000257,False,4.863943099975586,5.799283027648926,6.305730819702148,-8.266434473069054
Bias8,43,of,Bias,False,39,1,29,0.0344827586206896,0.0251,True,0.4670568406581878,0.5318378806114197,0.5496286749839783,-3.684887432844399
Bias8,44,the,Bias,False,39,2,29,0.0689655172413793,0.0537,True,0.2978042364120483,0.2858181893825531,0.2591347694396972,-2.9243422774673182
Bias8,45,experimenters,Bias,False,39,3,29,0.1034482758620689,2.24e-07,False,2.312799360603094,2.7186218425631523,3.683113593608141,-15.311619785091372
Bias8,46,were,Bias,False,39,4,29,0.1379310344827586,0.00219,True,1.0868337154388428,0.6859689354896545,0.6010531783103943,-6.123853735153728
Bias8,47,told,Bias,False,39,5,29,0.1724137931034483,0.000347,False,1.9093817472457888,3.6095709800720215,3.2666420936584477,-7.966185778017415
Bias8,48,their,Bias,False,39,6,29,0.2068965517241379,0.00214,True,4.710896968841553,5.35371732711792,5.810976028442383,-6.1469494499483766
Bias8,49,rats,Bias,False,39,7,29,0.2413793103448276,1.12e-05,False,3.123617887496948,1.9819942712783811,0.94625586271286,-11.399596779663225
Bias8,50,had,Bias,False,39,8,29,0.2758620689655172,0.00214,True,2.572905302047729,2.687542676925659,2.459061622619629,-6.1469494499483766
Bias8,51,been,Bias,False,39,9,29,0.3103448275862069,0.00186,True,2.0594701766967773,2.5796170234680176,2.1913509368896484,-6.287178791257027
Bias8,52,specifically,Bias,False,39,10,29,0.3448275862068966,4.47e-05,False,8.070120811462402,9.334994316101074,9.712108612060549,-10.015537056344751
Bias8,53,bred,Bias,False,39,11,29,0.3793103448275862,6.17e-06,False,3.3287220001220703,4.593324184417725,4.8447699546813965,-11.995811720046978
Bias8,54,for,Bias,False,39,12,29,0.4137931034482758,0.0102,True,1.4266328811645508,1.6506611108779907,1.597516655921936,-4.585367558691911
Bias8,55,high,Bias,False,39,13,29,0.4482758620689655,0.000562,False,5.78817081451416,7.683854103088379,8.31607437133789,-7.484008708070583
Bias8,56,maze-solving,Bias,False,39,14,29,0.4827586206896552,3.07e-06,False,14.471107006072998,14.77721917629242,15.10874319076538,-12.693832996365169
Bias8,57,ability,Bias,False,39,15,29,0.5172413793103449,9.12e-05,False,2.1117727756500244,4.387143611907959,3.70016098022461,-9.302455660883988
Bias8,58,the,Bias,False,39,16,29,0.5517241379310345,0.0537,True,8.314430236816406,9.003146171569824,7.811792373657227,-2.9243422774673182
Bias8,59,remaining,Bias,False,39,17,29,0.5862068965517241,4.27e-05,False,9.621408462524414,5.847817420959473,5.989365577697754,-10.061311637729695
Bias8,60,experimenters,Bias,False,39,18,29,0.6206896551724138,2.24e-07,False,6.457240276038647,9.951482655480504,9.739736184477806,-15.311619785091372
Bias8,61,were,Bias,False,39,19,29,0.6551724137931034,0.00219,True,0.5205896496772766,0.2157726883888244,0.1080804839730262,-6.123853735153728
Bias8,62,told,Bias,False,39,20,29,0.6896551724137931,0.000347,False,0.5739707350730896,0.9752833247184752,0.6919733881950378,-7.966185778017415
Bias8,63,their,Bias,False,39,21,29,0.7241379310344828,0.00214,True,1.6211894750595093,3.274937629699707,3.345924139022827,-6.1469494499483766
Bias8,64,rats,Bias,False,39,22,29,0.7586206896551724,1.12e-05,False,0.2172399908304214,0.1328336894512176,0.0535340495407581,-11.399596779663225
Bias8,65,had,Bias,False,39,23,29,0.7931034482758621,0.00214,True,1.0471808910369873,0.5213348269462585,0.598614513874054,-6.1469494499483766
Bias8,66,been,Bias,False,39,24,29,0.8275862068965517,0.00186,True,0.639298677444458,0.3540403544902801,0.5582523941993713,-6.287178791257027
Bias8,67,bred,Bias,False,39,25,29,0.8620689655172413,6.17e-06,False,1.5877662897109983,1.2909489870071411,1.05994713306427,-11.995811720046978
Bias8,68,for,Bias,False,39,26,29,0.896551724137931,0.0102,True,0.3284037709236145,0.4685665965080261,0.4163654148578644,-4.585367558691911
Bias8,69,poor,Bias,False,39,27,29,0.9310344827586208,0.000123,False,5.183573246002197,5.429522514343262,5.334842205047607,-9.003326202591856
Bias8,70,maze,Bias,False,39,28,29,0.9655172413793104,4.47e-06,False,1.2702102661132812,0.2266528159379959,0.2499233186244964,-12.318122149338796
Bias8,71,ability,Bias,False,39,29,29,1.0,9.12e-05,False,7.027740359306336,7.842180371284485,6.505746304988861,-9.302455660883988
Bias8,72,.,Bias,True,39,29,29,1.0,0.0,False,,,,
Bias8,73,There,Bias,False,40,0,16,0.0,0.00204,True,5.841079711914063,5.300366401672363,4.654881477355957,-6.194805471126012
Bias8,74,were,Bias,False,40,1,16,0.0625,0.00219,True,1.130202054977417,1.039333701133728,1.3448243141174316,-6.123853735153728
